Transaction_ID,Date,Day_Name,Brand,Units_Sold,Price_Per_Unit,Custome_ Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Total_sales
1805,2023-03-07,Tuesday,Samsung,1,10495.92,Neeta Deshmukh,18,Hyderabad,Cash,3,Galaxy Note 20,10495.92
1806,2023-03-07,Tuesday,Apple,9,56797.63,Manoj Nambiar,27,Mumbai,Debit Card,3,iPhone 11,511178.67
1807,2023-03-07,Tuesday,Xiaomi,4,49998.16,Navin Sharma,54,Delhi,Debit Card,3,Redmi 9,199992.64
1808,2023-03-07,Tuesday,Apple,7,28527.14,Kiran Rathod,22,Jodhpur,Cash,1,iPhone 11,199689.98
1809,2023-03-08,Wednesday,OnePlus,7,27546.51,Pooja Goyal,29,Bhopal,Credit Card,5,OnePlus Nord,192825.57
1810,2023-03-08,Wednesday,Xiaomi,2,57896.38,Namita Sheth,53,Rajkot,Credit Card,5,Mi 11,115792.76
1811,2023-03-08,Wednesday,OnePlus,1,57000.2,Pankaj Bhattacharya,48,Delhi,Cash,5,OnePlus 8T,57000.2
1812,2023-03-09,Thursday,Xiaomi,8,31138.14,Monika Mathur,55,Mumbai,Debit Card,5,Redmi 9,249105.12
1813,2023-03-09,Thursday,Vivo,8,27936.86,Vinod Ahuja,26,Delhi,Debit Card,4,Vivo S1,223494.88
1814,2023-03-09,Thursday,Samsung,7,43589.49,Bhavana Arora,43,Delhi,Credit Card,3,Galaxy Note 20,305126.43
1815,2023-03-09,Thursday,Samsung,8,10501.94,Isha Ahuja,32,Lucknow,Debit Card,4,Galaxy S21,84015.52
1816,2023-03-10,Friday,OnePlus,3,14960.02,Neeta Desai,33,Lucknow,UPI,3,OnePlus 8T,44880.06
1817,2023-03-10,Friday,Samsung,2,17570.18,Kiran Solanki,30,Delhi,Debit Card,1,Galaxy A51,35140.36
1818,2023-03-10,Friday,OnePlus,7,21124.71,Pooja Menon,42,Delhi,Credit Card,4,OnePlus 8T,147872.97
1819,2023-03-10,Friday,OnePlus,8,40721.09,Sumit Mishra,47,Delhi,Debit Card,5,OnePlus 8T,325768.72
1820,2023-03-11,Saturday,OnePlus,1,69534.51,Prashant Jain,24,Mumbai,Debit Card,3,OnePlus Nord,69534.51
1821,2023-03-11,Saturday,Samsung,9,49156.8,Ravi Thakur,21,Delhi,Cash,5,Galaxy S21,442411.2
1822,2023-03-11,Saturday,OnePlus,4,13677.93,Harish Malhotra,57,Kanpur,UPI,4,OnePlus 9,54711.72
1823,2023-03-11,Saturday,Samsung,4,41534.76,Sunita Roy,55,Chennai,Cash,1,Galaxy A51,166139.04
1824,2023-03-12,Sunday,OnePlus,3,39798.71,Sumit Teja,47,Ranchi,Debit Card,5,OnePlus Nord,119396.13
1825,2023-03-12,Sunday,Apple,6,18650.07,Lata Reddy,27,Kolkata,Debit Card,1,iPhone 11,111900.42
1826,2023-03-12,Sunday,OnePlus,1,65216.34,Bhavana Ghosh,47,Delhi,Cash,3,OnePlus Nord,65216.34
1827,2023-03-12,Sunday,Xiaomi,6,36445.91,Mala Ghosh,56,Mumbai,UPI,4,Redmi 9,218675.46
1828,2023-03-13,Monday,OnePlus,2,69673.55,Rohan Jain,24,Jodhpur,Credit Card,1,OnePlus 8T,139347.1
1829,2023-03-13,Monday,Vivo,9,35204.34,Rohan Nambiar,53,Jodhpur,Cash,5,Vivo Y51,316839.06
1830,2023-03-13,Monday,OnePlus,2,46477.46,Navin Chaudhary,52,Mumbai,Debit Card,5,OnePlus 8T,92954.92
1831,2023-03-13,Monday,Xiaomi,7,16285.75,Sanjay Das,41,Gorakhpur,Debit Card,5,Redmi Note 10,114000.25
1832,2023-03-14,Tuesday,Xiaomi,1,37253.67,Prashant Nair,56,Ranchi,Credit Card,1,Redmi Note 10,37253.67
1833,2023-03-14,Tuesday,Samsung,7,24325.95,Prashant Sharma,53,Delhi,Debit Card,4,Galaxy A51,170281.65
1834,2023-03-14,Tuesday,Apple,5,60133.89,Manoj Kulkarni,37,Indore,Debit Card,4,iPhone 11,300669.45
1835,2023-03-15,Wednesday,OnePlus,8,57035.18,Jyoti Iyer,49,Delhi,Credit Card,5,OnePlus Nord,456281.44
1836,2023-03-15,Wednesday,Samsung,4,59450.8,Namita Roy,56,Mumbai,Debit Card,5,Galaxy A51,237803.2
1837,2023-03-15,Wednesday,Apple,7,53416.57,Kiran Pathak,43,Mumbai,Debit Card,1,iPhone 12,373915.99
1838,2023-03-15,Wednesday,OnePlus,6,59960.99,Ramesh Verma,43,Madurai,UPI,5,OnePlus 9,359765.94
1839,2023-03-16,Thursday,Vivo,5,22049.73,Deepika Prasad,53,Mumbai,Cash,1,Vivo S1,110248.65
1840,2023-03-16,Thursday,OnePlus,4,37122.63,Lalita Sheth,52,Delhi,UPI,1,OnePlus 8T,148490.52
1841,2023-03-16,Thursday,Xiaomi,7,51510.81,Harish Prasad,52,Lucknow,UPI,1,Redmi Note 10,360575.67
1842,2023-03-17,Friday,Xiaomi,5,48243.55,Ayesha Solanki,29,Vadodara,Debit Card,5,Redmi Note 10,241217.75
1843,2023-03-17,Friday,Vivo,5,52981.27,Harish Prasad,50,Delhi,Cash,5,Vivo V20,264906.35
1844,2023-03-17,Friday,Samsung,1,23455.5,Vivek Teja,53,Vadodara,Cash,5,Galaxy A51,23455.5
1845,2023-03-17,Friday,Apple,2,15906.08,Rohan Menon,31,Delhi,Debit Card,3,iPhone 12,31812.16
1846,2023-03-18,Saturday,OnePlus,5,65008.39,Vijay Varma,50,Delhi,UPI,5,OnePlus 8T,325041.95
1847,2023-03-18,Saturday,Xiaomi,3,43610.31,Rajesh Menon,41,Vadodara,UPI,5,Redmi Note 10,130830.93
1848,2023-03-18,Saturday,Samsung,2,19229.56,Ravi Bhattacharya,32,Kanpur,UPI,3,Galaxy A51,38459.12
1849,2023-03-19,Sunday,Vivo,4,57606.19,Sachin Rawat,48,Delhi,Cash,1,Vivo S1,230424.76
1850,2023-03-19,Sunday,Xiaomi,4,64895.8,Reena Teja,34,Ludhiana,Debit Card,4,Redmi 9,259583.2
1851,2023-03-19,Sunday,Vivo,4,20173.81,Anita Rawat,29,Madurai,Cash,3,Vivo S1,80695.24
1852,2023-03-20,Monday,OnePlus,4,59044.75,Pankaj Alva,39,Delhi,UPI,3,OnePlus 8T,236179
1853,2023-03-20,Monday,Apple,3,65993.5,Meena Mathur,40,Patna,Cash,1,iPhone SE,197980.5
1854,2023-03-20,Monday,Xiaomi,7,66301.7,Vinod Prasad,43,Delhi,Cash,5,Redmi Note 10,464111.9
1855,2023-03-20,Monday,Xiaomi,9,64849.39,Sanjay Menon,31,Jodhpur,Debit Card,5,Mi 11,583644.51
1856,2023-03-21,Tuesday,OnePlus,5,42785.26,Rajesh Shah,29,Mumbai,Debit Card,3,OnePlus Nord,213926.3
1857,2023-03-21,Tuesday,Samsung,4,31372.68,Krishna Bhattacharya,21,Patna,Cash,5,Galaxy A51,125490.72
1858,2023-03-21,Tuesday,Apple,2,10436.37,Umesh Ghosh,30,Mumbai,Credit Card,3,iPhone 11,20872.74
1859,2023-03-21,Tuesday,Xiaomi,2,13654.73,Kiran Bhattacharya,35,Kanpur,Debit Card,4,Redmi Note 10,27309.46
1860,2023-03-22,Wednesday,Apple,5,35730.34,Manoj Goyal,45,Delhi,Credit Card,4,iPhone 11,178651.7
1861,2023-03-22,Wednesday,Xiaomi,7,33959.57,Sachin Jain,55,Mumbai,Debit Card,1,Redmi Note 10,237716.99
1862,2023-03-22,Wednesday,Apple,9,21082.83,Bhavana Reddy,58,Madurai,UPI,5,iPhone 12,189745.47
1863,2023-03-22,Wednesday,Vivo,7,33728.8,Sumit Mishra,36,Delhi,Credit Card,5,Vivo S1,236101.6
1864,2023-03-23,Thursday,Xiaomi,5,20479,Gita Rao,55,Jodhpur,UPI,5,Mi 11,102395
1865,2023-03-23,Thursday,Apple,6,60927.48,Ravi Teja,20,Hyderabad,UPI,5,iPhone 11,365564.88
1866,2023-03-23,Thursday,Samsung,3,27891.69,Nikhil Patel,36,Lucknow,Cash,4,Galaxy A51,83675.07
1867,2023-03-24,Friday,Vivo,5,45913.86,Deepika Dutta,37,Ranchi,UPI,1,Vivo S1,229569.3
1868,2023-03-24,Friday,Vivo,8,40170.58,Manoj Goyal,42,Delhi,UPI,4,Vivo V20,321364.64
1869,2023-03-24,Friday,Samsung,1,13112.92,Shruti Verma,28,Delhi,UPI,3,Galaxy A51,13112.92
1870,2023-03-24,Friday,Apple,1,66534.02,Meena Desai,34,Patna,UPI,5,iPhone 11,66534.02
1871,2023-03-25,Saturday,OnePlus,7,41633.56,Vivek Pathak,52,Bangalore,Cash,5,OnePlus Nord,291434.92
1872,2023-03-25,Saturday,Samsung,5,29503.46,Vinod Kumar,31,Mumbai,Cash,5,Galaxy A51,147517.3
1873,2023-03-25,Saturday,Apple,5,19487.59,Priya Dutta,56,Ludhiana,UPI,3,iPhone SE,97437.95
1874,2023-03-26,Sunday,Samsung,1,30311.6,Kiran Gupta,36,Delhi,Credit Card,5,Galaxy A51,30311.6
1875,2023-03-26,Sunday,Samsung,9,11230.7,Namita Kumar,20,Delhi,Debit Card,5,Galaxy A51,101076.3
1876,2023-03-26,Sunday,Xiaomi,1,31813.49,Krishna Patel,51,Vadodara,Credit Card,5,Redmi Note 10,31813.49
1877,2023-03-27,Monday,Apple,5,41889.16,Tapan Chatterjee,58,Kolkata,UPI,3,iPhone SE,209445.8
1878,2023-03-27,Monday,OnePlus,9,62311.97,Kiran Malhotra,39,Mumbai,Cash,5,OnePlus Nord,560807.73
1879,2023-03-27,Monday,Xiaomi,4,51242.47,Aditya Mishra,55,Jodhpur,UPI,5,Mi 11,204969.88
1880,2023-03-28,Tuesday,Samsung,8,16694.94,Anand Kapoor,44,Madurai,UPI,5,Galaxy A51,133559.52
1881,2023-03-28,Tuesday,Samsung,6,18864.78,Anita Dutta,38,Gorakhpur,Cash,3,Galaxy Note 20,113188.68
1882,2023-03-28,Tuesday,Samsung,3,35687.4,Radha Gupta,58,Mumbai,Credit Card,3,Galaxy Note 20,107062.2
1883,2023-03-28,Tuesday,Apple,4,21742.47,Kiran Solanki,48,Bangalore,Debit Card,4,iPhone 11,86969.88
1884,2023-03-29,Wednesday,Apple,2,11670.99,Meena Patel,44,Ranchi,UPI,5,iPhone 11,23341.98
1885,2023-03-29,Wednesday,Xiaomi,1,58300.89,Vivek Yadav,54,Ranchi,Cash,3,Redmi Note 10,58300.89
1886,2023-03-29,Wednesday,OnePlus,8,11171.35,Kunal Yadav,19,Mumbai,Debit Card,5,OnePlus 9,89370.8
1887,2023-03-29,Wednesday,Xiaomi,1,59841.38,Vivek Rathod,26,Madurai,Debit Card,1,Mi 11,59841.38
1888,2023-03-30,Thursday,Vivo,1,18646.24,Vijay Rao,36,Chennai,Debit Card,5,Vivo V20,18646.24
1889,2023-03-30,Thursday,Samsung,4,68480.7,Sachin Ghosh,59,Delhi,Cash,5,Galaxy S21,273922.8
1890,2023-03-30,Thursday,Samsung,6,46232.43,Vinod Verma,53,Mumbai,UPI,5,Galaxy A51,277394.58
1891,2023-03-31,Friday,Samsung,9,54098.98,Tanuja Rao,27,Mumbai,Cash,5,Galaxy S21,486890.82
1892,2023-03-31,Friday,Xiaomi,1,16629.02,Rajesh Chatterjee,57,Mumbai,UPI,5,Mi 11,16629.02
1893,2023-03-31,Friday,Xiaomi,7,61726.24,Vivek Nambiar,56,Ranchi,Credit Card,1,Mi 11,432083.68
1894,2023-04-01,Saturday,Samsung,5,60351.54,Lata Dutta,24,Ranchi,Debit Card,5,Galaxy Note 20,301757.7
1895,2023-04-01,Saturday,Xiaomi,8,49179.56,Yogesh Siddiqui,21,Kanpur,UPI,5,Mi 11,393436.48
1896,2023-04-01,Saturday,Apple,7,40136.49,Anita Deshmukh,32,Vadodara,Credit Card,3,iPhone SE,280955.43
1897,2023-04-01,Saturday,Apple,4,53289.35,Shruti Sheth,29,Lucknow,Cash,5,iPhone 12,213157.4
1898,2023-04-02,Sunday,Xiaomi,4,10355.69,Shruti Chaudhary,23,Delhi,Debit Card,5,Mi 11,41422.76
1899,2023-04-02,Sunday,Samsung,6,45546.45,Lalita Patel,26,Jodhpur,UPI,5,Galaxy A51,273278.7
1900,2023-04-02,Sunday,Xiaomi,6,60844.37,Isha Thakur,52,Delhi,Debit Card,5,Mi 11,365066.22
1901,2023-04-03,Monday,Xiaomi,9,31413.99,Harish Pillai,25,Delhi,Debit Card,5,Redmi Note 10,282725.91
1902,2023-04-03,Monday,Xiaomi,5,16497.36,Nikhil Solanki,24,Mumbai,Debit Card,5,Redmi 9,82486.8
1903,2023-04-03,Monday,Vivo,8,35252.63,Radha Sheth,21,Kanpur,Cash,5,Vivo V20,282021.04
1904,2023-04-03,Monday,Apple,5,53626.27,Priya Reddy,30,Delhi,Debit Card,5,iPhone SE,268131.35
1905,2023-04-04,Tuesday,OnePlus,2,16438.07,Sunita Mathur,36,Madurai,UPI,5,OnePlus 8T,32876.14
1906,2023-04-04,Tuesday,OnePlus,6,22362.91,Bhavana Jain,24,Delhi,Cash,1,OnePlus 8T,134177.46
1907,2023-04-04,Tuesday,Vivo,9,18853.11,Namita Ghosh,27,Mumbai,Credit Card,4,Vivo V20,169677.99
1908,2023-04-05,Wednesday,Xiaomi,3,57816.87,Harish Sharma,42,Mumbai,UPI,4,Redmi Note 10,173450.61
1909,2023-04-05,Wednesday,Vivo,1,13773.56,Bina Singh,52,Delhi,Cash,4,Vivo S1,13773.56
1910,2023-04-05,Wednesday,Vivo,1,51195.19,Bhavana Dutta,42,Delhi,UPI,4,Vivo V20,51195.19
1911,2023-04-05,Wednesday,Samsung,3,31987.42,Neeta Desai,46,Mumbai,UPI,1,Galaxy S21,95962.26
1912,2023-04-06,Thursday,Apple,5,55347.47,Pankaj Varma,29,Gorakhpur,Credit Card,1,iPhone 11,276737.35
1913,2023-04-06,Thursday,OnePlus,3,67863.01,Tanuja Teja,57,Mumbai,Cash,5,OnePlus 8T,203589.03
1914,2023-04-06,Thursday,Xiaomi,9,16872.72,Vijay Das,29,Coimbatore,Debit Card,1,Mi 11,151854.48
1915,2023-04-07,Friday,OnePlus,8,28863.1,Pankaj Srivastava,23,Gorakhpur,UPI,4,OnePlus 8T,230904.8
1916,2023-04-07,Friday,OnePlus,3,58607.53,Nikhil Solanki,27,Delhi,UPI,4,OnePlus 8T,175822.59
1917,2023-04-07,Friday,Apple,9,25969.5,Nikhil Reddy,19,Ludhiana,UPI,5,iPhone 11,233725.5
1918,2023-04-07,Friday,OnePlus,6,22907.24,Monika Solanki,42,Ludhiana,UPI,5,OnePlus 8T,137443.44
1919,2023-04-08,Saturday,OnePlus,7,59522.68,Priyanka Menon,24,Indore,UPI,4,OnePlus Nord,416658.76
1920,2023-04-08,Saturday,Vivo,4,69224.94,Neeta Mathur,57,Rajkot,Cash,4,Vivo Y51,276899.76
1921,2023-04-08,Saturday,Apple,4,43412.84,Aditya Luthra,40,Ludhiana,UPI,4,iPhone 11,173651.36
1922,2023-04-09,Sunday,Samsung,2,26682.92,Ramesh Gupta,28,Patna,UPI,1,Galaxy Note 20,53365.84
1923,2023-04-09,Sunday,Xiaomi,5,33913.96,Sanjay Ghosh,53,Delhi,UPI,5,Mi 11,169569.8
1924,2023-04-09,Sunday,OnePlus,8,20207.82,Vijay Prasad,40,Delhi,Debit Card,5,OnePlus 8T,161662.56
1925,2023-04-09,Sunday,Xiaomi,7,55713.24,Pooja Thakur,24,Rajkot,Debit Card,4,Redmi Note 10,389992.68
1926,2023-04-10,Monday,Samsung,7,56408.44,Pankaj Desai,44,Mumbai,Cash,5,Galaxy S21,394859.08
1927,2023-04-10,Monday,Xiaomi,6,62507.26,Sumit Teja,30,Coimbatore,UPI,4,Mi 11,375043.56
1928,2023-04-10,Monday,Samsung,3,11596.15,Priyanka Yadav,34,Madurai,UPI,1,Galaxy Note 20,34788.45
1929,2023-04-10,Monday,Vivo,5,43718.88,Isha Arora,49,Bangalore,Credit Card,4,Vivo Y51,218594.4
1930,2023-04-11,Tuesday,OnePlus,1,22855.33,Isha Gupta,43,Hyderabad,Debit Card,2,OnePlus Nord,22855.33
1931,2023-04-11,Tuesday,Samsung,7,30452.98,Meena Roy,39,Ranchi,Credit Card,2,Galaxy Note 20,213170.86
1932,2023-04-11,Tuesday,Xiaomi,9,57097.34,Priya Bhattacharya,30,Gorakhpur,UPI,4,Redmi 9,513876.06
1933,2023-04-12,Wednesday,OnePlus,1,21522.02,Sachin Jain,29,Delhi,UPI,2,OnePlus Nord,21522.02
1934,2023-04-12,Wednesday,Vivo,2,48300.51,Meena Menon,24,Vadodara,Credit Card,2,Vivo Y51,96601.02
1935,2023-04-12,Wednesday,OnePlus,3,49273.97,Monika Bhatnagar,18,Vadodara,Cash,5,OnePlus 9,147821.91
1936,2023-04-13,Thursday,Samsung,3,67245.63,Manoj Kaur,50,Delhi,Cash,1,Galaxy Note 20,201736.89
1937,2023-04-13,Thursday,Vivo,8,56509.66,Manoj Thakur,31,Kanpur,Credit Card,5,Vivo Y51,452077.28
1938,2023-04-13,Thursday,Xiaomi,7,58218.11,Priya Patel,58,Lucknow,UPI,1,Redmi Note 10,407526.77
1939,2023-04-13,Thursday,Vivo,6,41896.04,Deepika Desai,34,Delhi,Credit Card,1,Vivo V20,251376.24
1940,2023-04-14,Friday,Vivo,4,21206.85,Anjali Ahuja,21,Hyderabad,Debit Card,5,Vivo Y51,84827.4
1941,2023-04-14,Friday,Apple,9,35533.8,Sunil Das,56,Delhi,Cash,4,iPhone 11,319804.2
1942,2023-04-14,Friday,Vivo,1,42969.37,Sunil Arora,18,Kolkata,Credit Card,2,Vivo S1,42969.37
1943,2023-04-15,Saturday,Vivo,2,50705.16,Priyanka Nambiar,58,Kolkata,Cash,4,Vivo V20,101410.32
1944,2023-04-15,Saturday,OnePlus,4,46462.55,Reena Chatterjee,41,Indore,Debit Card,5,OnePlus Nord,185850.2
1945,2023-04-15,Saturday,Xiaomi,3,33638.67,Aditya Luthra,51,Madurai,UPI,5,Redmi 9,100916.01
1946,2023-04-15,Saturday,OnePlus,1,25918.79,Isha Reddy,51,Rajkot,UPI,4,OnePlus Nord,25918.79
1947,2023-04-16,Sunday,OnePlus,5,20093.85,Rajesh Verma,41,Delhi,UPI,2,OnePlus Nord,100469.25
1948,2023-04-16,Sunday,Samsung,7,51630.72,Manoj Kaur,32,Ludhiana,Cash,5,Galaxy S21,361415.04
1949,2023-04-16,Sunday,OnePlus,2,48723.92,Jyoti Jain,34,Gorakhpur,Debit Card,4,OnePlus 9,97447.84
1950,2023-04-17,Monday,Apple,5,51242.35,Pankaj Shah,30,Mumbai,Credit Card,2,iPhone 12,256211.75
1951,2023-04-17,Monday,Apple,6,32351.65,Priyanka Pillai,24,Coimbatore,UPI,5,iPhone 11,194109.9
1952,2023-04-17,Monday,Samsung,7,25744.47,Tapan Bhattacharya,26,Kanpur,Cash,5,Galaxy A51,180211.29
1953,2023-04-17,Monday,Xiaomi,1,55583.28,Kiran Nair,52,Delhi,UPI,1,Mi 11,55583.28
1954,2023-04-18,Tuesday,Xiaomi,7,56418.84,Sunil Kapoor,40,Coimbatore,Debit Card,1,Redmi Note 10,394931.88
1955,2023-04-18,Tuesday,OnePlus,4,37336.98,Lalita Bhatnagar,56,Bhopal,Credit Card,5,OnePlus 9,149347.92
1956,2023-04-18,Tuesday,OnePlus,8,46714.25,Anita Deshmukh,40,Vadodara,UPI,4,OnePlus 8T,373714
1957,2023-04-18,Tuesday,OnePlus,4,32411.18,Tapan Rawat,43,Patna,Debit Card,1,OnePlus Nord,129644.72
1958,2023-04-19,Wednesday,Xiaomi,6,52116.83,Tapan Gupta,18,Mumbai,Cash,5,Redmi Note 10,312700.98
1959,2023-04-19,Wednesday,Vivo,9,60143.3,Anita Mishra,31,Jodhpur,Debit Card,2,Vivo S1,541289.7
1960,2023-04-19,Wednesday,Apple,5,51294,Tapan Rawat,49,Bangalore,Cash,4,iPhone SE,256470
1961,2023-04-19,Wednesday,Vivo,4,40754.96,Pooja Srivastava,27,Mumbai,UPI,1,Vivo V20,163019.84
1962,2023-04-20,Thursday,Vivo,8,37519.48,Vivek Srivastava,18,Gorakhpur,UPI,5,Vivo Y51,300155.84
1963,2023-04-20,Thursday,Xiaomi,9,48539.18,Arun Iyer,22,Jodhpur,Debit Card,1,Redmi 9,436852.62
1964,2023-04-20,Thursday,Vivo,4,50788.65,Devendra Srivastava,20,Ludhiana,Cash,2,Vivo Y51,203154.6
1965,2023-04-20,Thursday,Samsung,3,43523.77,Jyoti Pillai,44,Mumbai,Debit Card,4,Galaxy A51,130571.31
1966,2023-04-21,Friday,OnePlus,8,47496.54,Pankaj Luthra,39,Jodhpur,Debit Card,5,OnePlus Nord,379972.32
1967,2023-04-21,Friday,Samsung,5,15795.32,Bina Nair,35,Gorakhpur,UPI,2,Galaxy S21,78976.6
1968,2023-04-21,Friday,Apple,2,67105.93,Kiran Malhotra,33,Mumbai,UPI,4,iPhone 11,134211.86
1969,2023-04-21,Friday,OnePlus,9,57446.38,Tanuja Dutta,19,Mumbai,UPI,5,OnePlus Nord,517017.42
1970,2023-04-22,Saturday,Vivo,3,32435.67,Devendra Singh,30,Coimbatore,Debit Card,4,Vivo Y51,97307.01
1971,2023-04-22,Saturday,Apple,2,43768.76,Kavita Srivastava,33,Ranchi,Debit Card,4,iPhone SE,87537.52
1972,2023-04-22,Saturday,OnePlus,1,12839.47,Anjali Nambiar,25,Hyderabad,Credit Card,5,OnePlus 8T,12839.47
1973,2023-04-22,Saturday,Vivo,8,12473.67,Lata Mathur,25,Indore,Credit Card,5,Vivo Y51,99789.36
1974,2023-04-23,Sunday,Samsung,3,25047.9,Deepika Menon,27,Hyderabad,Debit Card,2,Galaxy S21,75143.7
1975,2023-04-23,Sunday,OnePlus,7,51382.1,Vivek Teja,50,Bangalore,Credit Card,1,OnePlus Nord,359674.7
1976,2023-04-23,Sunday,Vivo,1,61128.86,Reena Sheth,48,Hyderabad,Debit Card,5,Vivo S1,61128.86
1977,2023-04-24,Monday,Samsung,1,43551.15,Prashant Mathur,29,Delhi,UPI,4,Galaxy A51,43551.15
1978,2023-04-24,Monday,Apple,9,41927.96,Pankaj Teja,26,Delhi,Cash,5,iPhone SE,377351.64
1979,2023-04-24,Monday,Apple,8,34138.57,Pankaj Kapoor,54,Ludhiana,UPI,5,iPhone 12,273108.56
1980,2023-04-25,Tuesday,Apple,3,19695.88,Harish Joshi,26,Rajkot,Debit Card,5,iPhone 12,59087.64
1981,2023-04-25,Tuesday,Apple,6,17101.25,Ramesh Rao,35,Delhi,UPI,5,iPhone SE,102607.5
1982,2023-04-25,Tuesday,Xiaomi,3,55640.79,Vinod Joshi,47,Delhi,Debit Card,4,Mi 11,166922.37
1983,2023-04-26,Wednesday,OnePlus,4,65650.21,Navin Solanki,49,Bhopal,Debit Card,2,OnePlus 9,262600.84
1984,2023-04-26,Wednesday,OnePlus,1,37496.99,Gita Teja,57,Delhi,Credit Card,1,OnePlus 8T,37496.99
1985,2023-04-26,Wednesday,Xiaomi,5,49566.74,Harish Malhotra,40,Kolkata,Debit Card,4,Mi 11,247833.7
1986,2023-04-26,Wednesday,Vivo,1,64867.46,Tapan Ahuja,28,Indore,Cash,4,Vivo Y51,64867.46
1987,2023-04-27,Thursday,Vivo,1,15406.82,Neeta Kumar,37,Delhi,Credit Card,4,Vivo S1,15406.82
1988,2023-04-27,Thursday,Apple,7,56228.89,Kiran Jain,36,Mumbai,Cash,1,iPhone 12,393602.23
1989,2023-04-27,Thursday,Samsung,6,47009.01,Vijay Das,53,Kanpur,Debit Card,2,Galaxy A51,282054.06
1990,2023-04-27,Thursday,Vivo,2,45918.23,Meena Chatterjee,43,Delhi,UPI,2,Vivo Y51,91836.46
1991,2023-04-28,Friday,Samsung,2,27552.43,Devendra Rao,27,Delhi,Debit Card,4,Galaxy A51,55104.86
1992,2023-04-28,Friday,OnePlus,7,51033.6,Monika Goyal,41,Delhi,Debit Card,4,OnePlus 8T,357235.2
1993,2023-04-28,Friday,Samsung,1,57687.87,Anand Joshi,30,Chennai,UPI,4,Galaxy A51,57687.87
1994,2023-04-28,Friday,OnePlus,2,16771.49,Anjali Kulkarni,51,Delhi,UPI,2,OnePlus Nord,33542.98
1995,2023-04-29,Saturday,Xiaomi,8,42011.29,Reena Sharma,46,Coimbatore,Cash,2,Redmi Note 10,336090.32
1996,2023-04-29,Saturday,Xiaomi,6,16075.91,Nikhil Solanki,53,Coimbatore,Credit Card,2,Redmi Note 10,96455.46
1997,2023-04-29,Saturday,Apple,2,62354.44,Kiran Siddiqui,24,Mumbai,Credit Card,4,iPhone 11,124708.88
1998,2023-04-29,Saturday,Vivo,7,40458.2,Priya Bhattacharya,47,Bangalore,Credit Card,2,Vivo Y51,283207.4
1999,2023-04-30,Sunday,Apple,4,58477.94,Aditya Rao,34,Mumbai,Cash,5,iPhone 11,233911.76
2000,2023-04-30,Sunday,OnePlus,2,32085.14,Monika Patel,30,Kanpur,Cash,4,OnePlus Nord,64170.28
2001,2023-04-30,Sunday,Apple,6,17504.69,Deepika Prasad,41,Mumbai,UPI,4,iPhone 11,105028.14
2002,2023-05-01,Monday,Samsung,9,12489.96,Umesh Bhattacharya,48,Indore,Credit Card,4,Galaxy S21,112409.64
2003,2023-05-01,Monday,OnePlus,9,26890.58,Arun Kumar,44,Ranchi,Debit Card,4,OnePlus 8T,242015.22
2004,2023-05-01,Monday,Xiaomi,8,24654.02,Arun Goyal,38,Delhi,Cash,5,Mi 11,197232.16
2005,2023-05-02,Tuesday,Vivo,3,43621.12,Lalita Bhatnagar,18,Bhopal,Debit Card,1,Vivo S1,130863.36
2006,2023-05-02,Tuesday,OnePlus,3,11304.33,Ramesh Srivastava,32,Mumbai,Credit Card,2,OnePlus 9,33912.99
2007,2023-05-02,Tuesday,OnePlus,2,41234.23,Priya Roy,20,Kolkata,Credit Card,4,OnePlus 8T,82468.46
2008,2023-05-02,Tuesday,Samsung,5,33506.3,Bhavana Rawat,23,Bangalore,Cash,2,Galaxy S21,167531.5
2009,2023-05-03,Wednesday,Vivo,4,44627.34,Devendra Arora,31,Bhopal,Cash,2,Vivo Y51,178509.36
2010,2023-05-03,Wednesday,Xiaomi,7,52145.05,Prashant Gupta,55,Bangalore,UPI,5,Redmi Note 10,365015.35
2011,2023-05-03,Wednesday,OnePlus,4,48045.52,Namita Sheth,50,Jodhpur,Debit Card,2,OnePlus 8T,192182.08
2012,2023-05-04,Thursday,OnePlus,9,69078.66,Kiran Prasad,55,Patna,UPI,4,OnePlus 8T,621707.94
2013,2023-05-04,Thursday,Samsung,2,18295.92,Reena Srivastava,25,Rajkot,UPI,2,Galaxy A51,36591.84
2014,2023-05-04,Thursday,Apple,6,35784.22,Rohan Goyal,43,Gorakhpur,Debit Card,5,iPhone SE,214705.32
2015,2023-05-05,Friday,Xiaomi,7,35489.84,Sneha Deshmukh,32,Bangalore,Credit Card,4,Redmi Note 10,248428.88
2016,2023-05-05,Friday,Vivo,4,35023.19,Radha Rao,31,Ranchi,Debit Card,5,Vivo V20,140092.76
2017,2023-05-05,Friday,OnePlus,6,49827.9,Vivek Luthra,37,Delhi,Credit Card,4,OnePlus 9,298967.4
2018,2023-05-05,Friday,OnePlus,7,39389.68,Shruti Chaudhary,36,Delhi,UPI,1,OnePlus 9,275727.76
2019,2023-05-06,Saturday,Xiaomi,4,41045.95,Meena Kumar,50,Coimbatore,Credit Card,2,Redmi 9,164183.8
2020,2023-05-06,Saturday,Apple,8,35941.36,Amit Srivastava,53,Rajkot,Credit Card,2,iPhone 12,287530.88
